start (index),end (index)
93,277
184,369
277,464
369,558
464,650
558,720
650,806
720,890
806,973
890,1055
973,1138
1055,1225
1138,1313
1225,1404
1313,1496
1404,1585
1496,1676
1585,1767
1676,1856
1767,1944
1856,2028
1944,2110
2028,2195
2110,2282
2195,2364
2282,2449
2364,2531
2449,2614
2531,2696
2614,2778
2696,2864
2778,2948
2864,3026
2948,3107
3026,3192
3107,3272
3192,3356
3272,3444
3356,3526
3444,3609
3526,3688
3609,3767
3688,3845
3767,3930
3845,4013
3930,4097
4013,4186
4097,4275
4186,4361
4275,4441
4361,4524
4441,4606
4524,4692
4606,4772
4692,4860
