start (index),end (index)
136,648
507,801
648,945
801,1093
945,1223
1093,1364
1223,1508
1364,1653
1508,1777
1653,1909
1777,2037
1909,2170
2037,2296
2170,2432
2296,2583
2432,2729
2583,2858
2729,3006
2858,3149
3006,3280
3149,3405
3280,3574
3405,3717
3574,3836
3717,3971
3836,4124
3971,4253
4124,4377
4253,4509
4377,4637
4509,4765
4637,4907
4765,5046
4907,5186
5046,5325
5186,5485
5325,5635
5485,5759
5635,5914
5769,6058
5914,6186
6058,6319
6186,6452
6319,6590
6452,6721
6590,6860
6721,7001
6860,7134
7001,7286
7146,7417
7286,7554
7417,7677
