start (index),end (index)
54,229
142,315
229,401
315,479
401,569
483,651
572,739
658,825
743,908
825,984
908,1072
990,1157
1072,1234
1157,1325
1238,1406
1325,1500
1407,1578
1500,1669
1582,1749
1669,1839
1753,1922
1839,1996
1922,2093
2001,2173
2093,2270
2179,2354
2270,2432
2354,2516
2438,2616
2522,2702
2616,2796
2702,2883
2796,2971
2883,3059
2971,3147
3059,3238
3147,3326
3238,3411
3326,3501
3411,3590
3501,3684
3590,3775
3684,3861
3775,3952
3861,4041
3952,4127
4041,4213
4127,4299
4213,4387
4299,4472
4387,4566
