start (index),end (index)
94,304
201,399
304,515
404,625
515,719
625,814
719,920
820,1037
931,1148
1044,1257
1157,1366
1264,1486
1377,1604
1495,1711
1604,1820
1719,1925
1827,2040
1931,2151
2044,2262
2159,2376
2272,2494
2386,2608
2503,2720
2616,2828
2730,2948
2836,3068
2956,3177
3077,3287
3185,3396
3298,3508
3405,3613
3516,3729
3624,3846
3740,3955
3857,4068
3967,4196
4079,4320
4207,4429
4330,4548
4438,4660
4555,4772
4669,4886
4782,5000
4897,5115
5008,5225
5123,5334
5235,5453
5345,5560
5462,5670
5568,5793
5682,5907
5799,6008
5911,6129
6018,6238
6137,6361
6247,6483
6369,6610
6492,6735
6618,6857
6744,6991
