start (index),end (index)
776,952
866,1040
952,1126
1040,1207
1126,1284
1207,1371
1293,1462
1371,1544
1462,1629
1552,1706
1629,1791
1708,1877
1797,1960
1877,2041
1960,2120
2041,2203
2123,2284
2203,2367
2284,2453
2367,2533
2453,2634
2536,2742
2636,2835
2742,2925
2835,3023
2928,3128
3032,3223
3128,3316
3223,3413
3319,3502
3413,3587
3502,3704
3591,3782
3704,3906
3790,4004
3906,4101
4004,4192
4101,4289
4192,4387
4289,4474
4387,4580
4480,4677
4580,4773
4677,4869
4773,4967
4872,5070
4971,5173
5076,5273
5175,5374
5273,5484
5380,5575
5484,5679
5575,5780
5688,5888
5791,5991
5888,6104
5999,6205
6112,6312
6214,6413
6321,6524
6423,6638
6538,6750
6651,6883
6750,6988
6883,7088
6988,7214
7088,7349
7214,7456
7349,7577
7456,7708
