start (index),end (index)
40,159
100,221
161,284
221,347
284,413
347,475
415,538
477,602
541,665
604,729
667,792
729,856
794,918
858,979
918,1041
982,1102
1044,1163
1104,1223
1165,1284
1226,1343
1287,1403
1346,1463
1406,1523
1466,1583
1526,1640
1586,1695
1652,1752
1703,1809
1755,1868
1813,1925
1876,1982
1932,2039
1985,2095
2047,2154
2098,2211
2157,2268
2220,2324
2272,2379
2331,2434
2387,2489
2443,2546
2498,2603
2553,2657
2609,2714
2661,2770
2718,2828
2779,2885
2836,2941
2894,2998
2948,3055
3007,3110
3063,3167
3117,3222
3173,3280
3229,3337
3289,3392
3345,3447
3398,3503
3453,3559
3510,3614
3567,3671
3621,3727
3680,3785
3734,3841
3792,3897
3847,3955
3904,4011
3961,4069
4018,4126
4075,4183
4133,4240
4189,4297
4248,4354
4303,4412
4361,4469
4418,4524
4474,4579
4530,4648
4611,4693
4648,4750
4699,4879
4833,4922
4879,4981
4929,5041
4988,5101
5048,5160
5108,5219
5166,5279
5225,5338
5285,5398
5345,5456
5404,5515
5462,5575
5522,5633
5581,5692
5639,5749
5699,5807
5756,5866
5814,5926
5872,5984
5933,6043
5991,6102
6051,6174
6135,6221
6174,6281
6228,6352
6312,6398
6352,6470
6430,6515
6470,6577
6521,6650
6610,6698
6650,6770
6730,6815
6770,6889
6848,6935
6889,6995
6941,7054
7001,7113
7061,7186
7145,7232
7186,7293
7238,7353
7300,7415
7360,7491
7448,7536
7491,7599
7543,7673
7632,7719
7673,7795
7753,7842
7795,7903
7849,7976
7936,8023
7976,8096
8029,8144
8096,8218
8178,8267
8218,8341
8301,8391
8341,8467
8425,8517
8467,8592
8551,8656
8592,8703
8656,8777
8737,8826
8777,8902
8833,8950
8902,9028
8984,9088
9028,9135
9088,9210
9142,9259
9210,9333
9265,9382
9333,9456
9415,9516
9456,9566
9516,9640
9599,9690
9640,9766
9724,9816
9766,9881
9822,9943
9887,10020
9950,10069
10020,10143
10102,10205
10143,10253
10205,10328
10287,10389
10328,10437
10389,10512
10471,10575
10512,10640
10575,10703
10640,10764
10703,10826
10764,10890
10826,10949
10890,11013
10949,11077
11013,11138
11077,11200
11138,11265
11200,11328
11265,11390
11328,11451
11414,11512
11451,11576
11512,11640
11576,11703
11640,11766
11703,11828
11766,11888
11828,11954
11914,12020
11954,12088
12023,12155
