start (index),end (index)
57,189
124,250
189,312
250,373
312,436
373,500
436,562
500,623
562,683
623,744
683,803
744,861
803,917
861,974
917,1034
974,1091
1034,1148
1091,1206
1148,1264
1206,1321
1264,1377
1321,1434
1377,1490
1434,1543
1490,1597
1543,1653
1597,1708
1653,1765
1708,1819
1765,1875
1819,1930
1875,1984
1930,2039
1984,2092
2039,2145
2092,2197
2145,2250
2197,2304
2250,2360
2304,2418
2360,2473
2418,2529
2473,2582
2529,2635
2582,2690
2635,2744
2690,2799
2744,2853
2799,2906
2853,2960
2906,3018
2960,3076
3018,3132
3076,3185
3132,3238
3185,3291
3238,3348
3291,3404
3348,3457
3404,3513
3457,3563
3513,3620
3563,3677
3620,3735
3677,3794
3735,3849
3794,3904
3849,3958
3904,4012
3958,4069
4012,4125
4069,4178
4125,4236
4178,4292
4236,4349
4292,4404
4349,4463
4404,4520
4463,4578
4520,4636
4578,4696
4636,4754
4696,4813
4754,4876
4813,4939
4876,4998
4939,5060
4998,5119
5060,5180
5119,5241
5180,5303
5241,5367
5303,5430
5367,5494
5430,5559
5494,5626
5559,5692
5626,5756
5692,5821
5756,5886
5821,5950
5886,6017
5950,6086
6017,6152
6086,6219
6152,6287
6219,6354
6287,6418
6354,6484
6418,6552
6484,6618
6552,6686
6618,6761
6686,6825
6761,6894
6825,6966
6894,7029
6966,7098
7029,7168
7098,7232
7168,7307
7235,7379
7307,7451
7379,7513
7451,7590
7517,7666
7590,7735
7666,7807
7735,7878
7807,7950
7878,8021
7950,8093
8021,8165
8093,8235
8165,8307
8235,8380
8307,8453
8380,8521
8453,8604
8524,8675
8604,8746
8675,8817
8746,8887
8817,8959
8887,9031
8959,9103
9031,9180
9103,9253
9180,9328
9253,9403
9328,9478
9403,9555
9478,9626
9555,9698
9626,9773
9698,9847
9773,9918
9847,9990
9918,10064
9990,10135
10064,10218
10139,10294
10218,10367
10294,10445
10367,10517
10445,10592
10517,10667
10592,10742
10667,10818
10742,10883
